,purchasenumber,purchaseobjectinfo,responsibleorg_regnum,responsibleorg_fullname,responsibleorg_postaddress,responsibleorg_factaddress,responsibleorg_inn,responsiblerole,max_price,final_price,execution_period,ratio_final_to_reserve_price,month_year,zip_code
130838,373200100121000640,"Аукцион в электронной форме на закупку медицинских расходных материалов для подготовки образцов к выделению ДНК в автоматической станции QIAsymphony для нужд КДЛ обособленного подразделения ГБУЗ «ГКБ имени В.П. Демихова ДЗМ» «Инфекционный центр» на 2021-2022 гг. (закупка среди субъектов малого предпринимательства, социально ориентированных некоммерческих организаций)",3732001001,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.П. ДЕМИХОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 109263, Москва, ул ШКУЛЕВА, 4","Российская Федерация, 109263, Москва, УЛИЦА ШКУЛЁВА, 4",7723084936,CU,6121105.26,886500.0,282.0,0.1448267857429395,2021-10,109263
130902,373200100121000704,"Аукцион в электронной форме на поставку тележки бельевой (для грязного белья) в рамках проекта «Новый Московский стандарт поликлиник» для нужд филиала ГБУЗ «ГКБ имени В.П. Демихова ДЗМ» «Поликлиническое отделение «Капотня» (закупка среди субъектов малого предпринимательства, социально ориентированных некоммерческих организаций)",3732001001,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.П. ДЕМИХОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 109263, Москва, ул ШКУЛЕВА, 4","Российская Федерация, 109263, Москва, УЛИЦА ШКУЛЁВА, 4",7723084936,CU,24126.67,2959189.0,330.0,122.65219360981023,2021-11,109263
131030,373200100121000832,"Аукцион в электронной форме на закупку  комплекса услуг по сопровождению прикладных систем из состава МИС ГБУЗ «ГКБ имени В.П. Демихова ДЗМ», созданной на платформе комплекса программ «Эверест»",3732001001,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.П. ДЕМИХОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 109263, Москва, ул ШКУЛЕВА, 4","Российская Федерация, 109263, Москва, УЛИЦА ШКУЛЁВА, 4",7723084936,CU,3500000.0,710442.72,313.0,0.20298363428571428,2021-12,109263
131145,373200101021000064,"Поставка специализированного снаряжения, комплектующих и расходных материалов для тренировок и выступлений сборных команд города Москвы",3732001010,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЦЕНТР СПОРТИВНЫХ ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ И ПОДГОТОВКИ СБОРНЫХ КОМАНД"" ДЕПАРТАМЕНТА СПОРТА  ГОРОДА МОСКВЫ","Российская Федерация, 125252, г. Москва, ул. Лужники, д. 24, стр. 9","Российская Федерация, 129272, Москва, УЛИЦА СОВЕТСКОЙ АРМИИ, ДОМ 6",7719631600,CU,8946051.92,246554.63,256.0,0.027560160862558466,2021-03,125252
131186,373200101021000128,Оказание услуг по обеспечению проведения спортивных мероприятий сборных команд города Москвы в Чеховском районе Московской области (Российская Федерация),3732001010,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЦЕНТР СПОРТИВНЫХ ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ И ПОДГОТОВКИ СБОРНЫХ КОМАНД"" ДЕПАРТАМЕНТА СПОРТА  ГОРОДА МОСКВЫ","Российская Федерация, 125252, г. Москва, ул. Лужники, д. 24, стр. 9","Российская Федерация, 129272, Москва, УЛИЦА СОВЕТСКОЙ АРМИИ, ДОМ 6",7719631600,CU,2944080.0,9055401.17,178.0,3.07579996807152,2021-05,125252
131234,373200101021000192,Поставка встраиваемых светильников,3732001010,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЦЕНТР СПОРТИВНЫХ ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ И ПОДГОТОВКИ СБОРНЫХ КОМАНД"" ДЕПАРТАМЕНТА СПОРТА  ГОРОДА МОСКВЫ","Российская Федерация, 125252, г. Москва, ул. Лужники, д. 24, стр. 9","Российская Федерация, 129272, Москва, УЛИЦА СОВЕТСКОЙ АРМИИ, ДОМ 6",7719631600,CU,109560.0,2319000.0,14.0,21.166484118291347,2021-08,125252
131276,373200101021000256,Оказание услуг по проведению лабораторных и инструментальных исследований показателей микроклимата бассейна,3732001010,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ЦЕНТР СПОРТИВНЫХ ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ И ПОДГОТОВКИ СБОРНЫХ КОМАНД"" ДЕПАРТАМЕНТА СПОРТА  ГОРОДА МОСКВЫ","Российская Федерация, 125252, г. Москва, ул. Лужники, д. 24, стр. 9","Российская Федерация, 129272, Москва, УЛИЦА СОВЕТСКОЙ АРМИИ, ДОМ 6",7719631600,CU,511089.33,280074.96,355.0,0.5479961007990521,2021-12,125252
131393,373200104821000064,"Поставка канцелярских товаров (поставка 4) для ГБУЗ ""ДГП № 131 ДЗМ""",3732001048,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 131 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 119607, Москва, УЛИЦА РАМЕНКИ, 27","Российская Федерация, 119607, Москва, УЛИЦА РАМЕНКИ, 27",7729139596,CU,48289.1,1800000.0,364.0,37.2754928130779,2021-09,119607
131504,373200105421000064,Аукцион в электронной форме на право заключения контракта на оказание услуг по обеспечению функционирования системы управления и контроля объектовыми системами оповещения для нужд ГБУЗ «ДГП № 10 ДЗМ» в 2022 году,3732001054,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА № 10 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 119331, Москва, УЛИЦА МАРИИ УЛЬЯНОВОЙ, 13","Российская Федерация, 119331, Москва, УЛИЦА МАРИИ УЛЬЯНОВОЙ, 13",7736242019,CU,420000.0,681909.96,364.0,1.6235951428571427,2021-09,119331
131689,373200107321000064,"Аукцион в электронной форме на право заключения контракта на поставку электросушилок для рук в 2021 году для ГБУЗ ""ГП № 6 ДЗМ""",3732001073,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 6 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 127206, Москва, УЛ ВУЧЕТИЧА, 7 Б","Российская Федерация, 127206, Москва, УЛ ВУЧЕТИЧА, 7 Б",7713004459,CU,219856.0,8425.62,149.0,0.03832335710646969,2021-10,127206
131800,373200107421000064,"Оказание услуг по проведению контроля качества сточных вод и выбросов в атмосферный воздух с очистных сооружений, гаража и ремонтного участка ГБУЗ ""ТКБ № 3 ДЗМ"" ОСП ""Туберкулезный санаторий"" в 2021-2022 годах.",3732001074,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ТУБЕРКУЛЕЗНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 3 ИМЕНИ ПРОФЕССОРА Г.А. ЗАХАРЬИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125466, Москва, Ш КУРКИНСКОЕ, 29","Российская Федерация, 125466, Москва, Ш КУРКИНСКОЕ, 29",7733054120,CU,220320.03,22461.0,246.0,0.10194715387429822,2021-03,125466
131864,373200107421000128,Поставка лекарственного препарата (МНН: Апротинин) на 2021 год.,3732001074,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ТУБЕРКУЛЕЗНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 3 ИМЕНИ ПРОФЕССОРА Г.А. ЗАХАРЬИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29",7733054120,CU,206320.0,497694.0,205.0,2.412243117487398,2021-05,125466
131928,373200107421000192,Электронный аукцион на поставку расходных материалов для хирургической дрели Medtronic Legend для нужд ГБУЗ «ТКБ № 3 ДЗМ»,3732001074,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ТУБЕРКУЛЕЗНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 3 ИМЕНИ ПРОФЕССОРА Г.А. ЗАХАРЬИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29",7733054120,CU,2998633.28,2739739.0,174.0,0.9136625736375473,2021-05,125466
131992,373200107421000256,Поставка лекарственного препарата (МНН: Толперизон) на 2021 год.,3732001074,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ТУБЕРКУЛЕЗНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 3 ИМЕНИ ПРОФЕССОРА Г.А. ЗАХАРЬИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29",7733054120,CU,81840.0,151787.89,120.0,1.8546907380254156,2021-06,125466
132056,373200107421000320,Электронный аукцион на поставку эндоскопических троакаров для нужд ГБУЗ «ТКБ № 3 ДЗМ»,3732001074,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ТУБЕРКУЛЕЗНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 3 ИМЕНИ ПРОФЕССОРА Г.А. ЗАХАРЬИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29",7733054120,CU,1023176.1,777777.77,475.0,0.7601602207088302,2021-08,125466
132120,373200107421000384,"Оказание услуг по вывозу и утилизации избыточного ила (IV класса опасности по степени 
негативного воздействия на окружающую среду) с иловых и песковых площадок очистных сооружений ГБУЗ «ТКБ № 3 ДЗМ» (по адресу: Московская область, Рузский городской округ, посёлок Кожино)",3732001074,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ТУБЕРКУЛЕЗНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 3 ИМЕНИ ПРОФЕССОРА Г.А. ЗАХАРЬИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29",7733054120,CU,907599.0,22196832.0,445.0,24.456651009972465,2021-09,125466
132184,373200107421000448,Поставка лекарственного препарата (МНН: Урапидил) на 2021 год.,3732001074,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ТУБЕРКУЛЕЗНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 3 ИМЕНИ ПРОФЕССОРА Г.А. ЗАХАРЬИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29",7733054120,CU,36725.0,957457.07,431.0,26.070988972089857,2021-10,125466
132248,373200107421000512,Поставка лекарственного препарата (МНН: Бедаквилин) на 2021 год.,3732001074,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ТУБЕРКУЛЕЗНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 3 ИМЕНИ ПРОФЕССОРА Г.А. ЗАХАРЬИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29",7733054120,CU,3240462.0,517333.36,34.0,0.1596480254975988,2021-10,125466
132312,373200107421000576,Поставка лекарственного препарата (МНН: Инозин+Меглюмин+Метионин+Никотинамид+Янтарная кислота) на 2022 год.,3732001074,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ТУБЕРКУЛЕЗНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 3 ИМЕНИ ПРОФЕССОРА Г.А. ЗАХАРЬИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29","Российская Федерация, 125466, Москва, ШОССЕ КУРКИНСКОЕ, 29",7733054120,CU,516000.0,4582600.0,394.0,8.881007751937984,2021-11,125466
132488,373200111821000064,"Оказание услуг по стирке и обработке прямого и фасонного белья для нужд ГБУЗ ""ГП № 19 ДЗМ"" в 2022 году",3732001118,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 19 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 109451, Москва, УЛИЦА ВЕРХНИЕ ПОЛЯ, 34/4","Российская Федерация, 109451, Москва, УЛИЦА ВЕРХНИЕ ПОЛЯ, 34/4",7723339790,CU,150591.6,452520.0,6.0,3.004948483182329,2021-11,109451
132518,373200113420000320,Электронный аукцион на оказание услуг по гардеробному обслуживанию ГБУЗ «ГКБ имени Е.О. Мухина ДЗМ» в 2021г.,3732001134,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17",7720080355,CU,8363483.99,8176976.36,453.0,0.9776997683952044,2020-12,111399
132593,373200113421000064,Электронный аукцион на поставку кронштейнов для телевизоров для нужд ГБУЗ «ГКБ им. Е.О.Мухина ДЗМ» (среди СМП),3732001134,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17",7720080355,CU,9043.92,119593.1,275.0,13.223591097665615,2021-02,111399
132657,373200113421000128,"Электронный аукцион на поставку перевязочных материалов (бинты, лейкопластыри) для нужд ГБУЗ «ГКБ им.Е.О. Мухина ДЗМ»",3732001134,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17",7720080355,CU,2723702.2,2411277.65,364.0,0.8852941595450485,2021-03,111399
132721,373200113421000192,Электронный аукцион на поставку автоматического аппарата цитоплазмафереза для нужд ГБУЗ «ГКБ им. Е.О.Мухина ДЗМ» (среди СМП),3732001134,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17",7720080355,CU,3500000.0,331384.0,187.0,0.09468114285714285,2021-04,111399
132785,373200113421000256,Электронный аукцион на поставку лекарственного препарата МНН: Бифидобактерии бифидум в 2021 году (среди субъектов малого предпринимательства) ПОВТОРНО,3732001134,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17",7720080355,CU,42750.0,2045469.28,227.0,47.84723461988304,2021-05,111399
132849,373200113421000320,Электронный аукцион на поставку лекарственного препарата МНН: Сулодексид в 2021 году (среди субъектов малого предпринимательства) ПОВТОРНО,3732001134,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17",7720080355,CU,106170.0,389550.49,187.0,3.6691201846095884,2021-06,111399
132913,373200113421000384,"Электронный аукцион на оказание услуг по сервисному сопровождению прикладной системы ""Автоматизированная информационная система трансфузиологии для г.Москвы (АИСТ-М)"" для нужд ОПК ГБУЗ «ГКБ имени Е.О. Мухина ДЗМ» (среди СМП)",3732001134,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17",7720080355,CU,691494.13,410698.35,170.0,0.5939289029105713,2021-09,111399
132977,373200113421000448,Электронный аукцион на поставку расходных материалов для эндоскопии  для нужд ГБУЗ «ГКБ им.Е.О. Мухина ДЗМ»(среди СМП),3732001134,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17",7720080355,CU,782086.34,34355.2,364.0,0.04392763080352484,2021-10,111399
133026,373200113421000512,Электронный аукцион на поставку лекарственного препарата МНН: Аминокислоты для парентерального питания+Прочие препараты (Жировые эмульсии для парентерального питания+Декстроза+Минералы) в 2022 году (среди СМП) ПОВТОРНО,3732001134,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17","Российская Федерация, 111399, Москва, ПР-КТ ФЕДЕРАТИВНЫЙ, 17",7720080355,CU,697380.0,2553378.99,351.0,3.661388324873097,2021-11,111399
133170,373200114220000640,Электронный аукцион на поставку кюветы и стержня с гепариназой для тромбоэластографа ТЕG 5000 для нужд ГБУЗ «ДГКБ им. Н.Ф. Филатова ДЗМ»,3732001142,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Ф. ФИЛАТОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15",7703111067,CU,315315.0,250800.0,340.0,0.7953950811093669,2020-12,123001
133232,373200114221000064,Электронный аукцион на поставку Комплекса суточного мониторирования АД для нужд ГБУЗ «ДГКБ им. Н.Ф.Филатова ДЗМ»,3732001142,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Ф. ФИЛАТОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15",7703111067,CU,580576.2,230287.52,259.0,0.3966533936458298,2021-03,123001
133286,373200114221000128,"Поставка медикаментов (Декстроза) для нужд ГБУЗ ""ДГКБ им. Н.Ф. Филатова ДЗМ""",3732001142,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Ф. ФИЛАТОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15",7703111067,CU,1526000.0,844863.4,246.0,0.5536457404980341,2021-04,123001
133345,373200114221000192,"Электронный аукцион на право заключения контракта на  оказание услуг по обследованию целостности конструкций и испытанию наружных пожарных лестниц, ограждений кровли ГБУЗ «ДГКБ им. Н.Ф.Филатова ДЗМ»",3732001142,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Н.Ф. ФИЛАТОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15","Российская Федерация, 123001, Москва, УЛИЦА САДОВАЯ-КУДРИНСКАЯ, 15",7703111067,CU,625000.0,709000.0,358.0,1.1344,2021-06,123001
